 559
 4
 1.6000000e+01  1.0000000e+01 -8.1303190e-31 
 0.0000000e+00  1.0000000e+01 -8.1303190e-31 
-8.8817842e-16 -1.0000000e+01 -4.3333799e-33 
 1.6000000e+01 -1.0000000e+01 -6.5129219e-31 
-9.9936238e+00  3.5704902e-01 -1.8409585e-31 
-6.8093714e+00  7.3234187e+00 -5.4194034e-31 
-3.6659218e+00  9.3038174e+00 -6.9720155e-31 
-1.8665423e+00  9.8242567e+00 -7.6128242e-31 
-7.5094301e-01  9.9717644e+00 -7.9392940e-31 
-3.6807223e-01  9.9932238e+00 -8.0395448e-31 
-1.1208909e+00  9.9369816e+00 -7.8367467e-31 
-1.4892912e+00  9.8884787e+00 -7.7290219e-31 
-2.5934059e+00  9.6578593e+00 -7.3716927e-31 
-2.2302846e+00  9.7481193e+00 -7.4950394e-31 
-2.9541127e+00  9.5537018e+00 -7.2433042e-31 
-3.3123745e+00  9.4354743e+00 -7.1098111e-31 
-5.3366364e+00  8.4569683e+00 -6.2299970e-31 
-4.3545825e+00  9.0020893e+00 -6.6853005e-31 
-4.0202620e+00  9.1562816e+00 -6.8276097e-31 
-4.6835317e+00  8.8354134e+00 -6.5392283e-31 
-5.0133960e+00  8.6525060e+00 -6.3863741e-31 
-5.9549407e+00  8.0335971e+00 -5.9109233e-31 
-5.6497556e+00  8.2510764e+00 -6.0718540e-31 
-6.2458262e+00  7.8095873e+00 -5.7507721e-31 
-6.5321234e+00  7.5717477e+00 -5.5861263e-31 
-9.0205318e+00  4.3162491e+00 -3.6745989e-31 
-8.0578544e+00  5.9220758e+00 -4.5541636e-31 
-7.3418574e+00  6.7894867e+00 -5.0761502e-31 
-7.0863468e+00  7.0557557e+00 -5.2449280e-31 
-7.5888496e+00  6.5122471e+00 -4.9049739e-31 
-7.8289151e+00  6.2215824e+00 -4.7300258e-31 
-8.4814382e+00  5.2976605e+00 -4.2003704e-31 
-8.2789470e+00  5.6088356e+00 -4.3746250e-31 
-8.6730451e+00  4.9777796e+00 -4.0251989e-31 
-8.8525932e+00  4.6509777e+00 -3.8501131e-31 
-9.6646197e+00  2.5680979e+00 -2.8136846e-31 
-9.3154092e+00  3.6363652e+00 -3.3291606e-31 
-9.1742707e+00  3.9790397e+00 -3.5014778e-31 
-9.4458802e+00  3.2825824e+00 -3.1549032e-31 
-9.5629206e+00  2.9241323e+00 -2.9819708e-31 
-9.8911895e+00  1.4711801e+00 -2.3159565e-31 
-9.7535982e+00  2.2062008e+00 -2.6460701e-31 
-9.8292667e+00  1.8399770e+00 -2.4798897e-31 
-9.9393092e+00  1.1000607e+00 -2.1543855e-31 
-9.9733881e+00  7.2906085e-01 -1.9962211e-31 
-7.2599251e+00 -6.8770261e+00  4.3029780e-32 
-9.4127146e+00 -3.3765075e+00 -4.7023752e-32 
-9.8792178e+00 -1.5495343e+00 -1.0973962e-31 
-9.9920230e+00 -3.9934427e-01 -1.5354943e-31 
-9.9999905e+00 -1.3793860e-02 -1.6894857e-31 
-9.9691962e+00 -7.8430081e-01 -1.3852971e-31 
-9.9314480e+00 -1.1689056e+00 -1.2388109e-31 
-9.7316286e+00 -2.3011745e+00 -8.2877089e-32 
-9.8126227e+00 -1.9267681e+00 -9.6078996e-32 
-9.6390847e+00 -2.6623384e+00 -7.0486884e-32 
-9.5325901e+00 -3.0215437e+00 -5.8509550e-32 
-8.6192154e+00 -5.0704167e+00  2.4907014e-33 
-9.1306852e+00 -4.0780618e+00 -2.5401940e-32 
-9.2789454e+00 -3.7284275e+00 -3.5993340e-32 
-8.9692562e+00 -4.4218145e+00 -1.5363327e-32 
-8.8023646e+00 -4.7453533e+00 -6.2727169e-33 
-7.9933234e+00 -6.0088918e+00  2.5468003e-32 
-8.4240674e+00 -5.3884217e+00  1.0681726e-32 
-8.2145557e+00 -5.7027251e+00  1.8379534e-32 
-7.7611516e+00 -6.3059120e+00  3.1924986e-32 
-7.5159650e+00 -6.5962316e+00  3.7799748e-32 
-4.1736498e+00 -9.0873895e+00  5.8589194e-32 
-5.8221820e+00 -8.1303257e+00  5.9319417e-32 
-6.7054313e+00 -7.4187055e+00  5.1670356e-32 
-6.9926081e+00 -7.1486665e+00  4.7619943e-32 
-6.4144232e+00 -7.6717126e+00  5.4940450e-32 
-6.1225982e+00 -7.9065664e+00  5.7456973e-32 
-5.1852109e+00 -8.5506484e+00  6.1080277e-32 
-5.5077075e+00 -8.3465656e+00  6.0541569e-32 
-4.8448942e+00 -8.7479712e+00  6.0919433e-32 
-4.5124644e+00 -8.9239938e+00  6.0085952e-32 
-2.3582045e+00 -9.7179664e+00  4.0665333e-32 
-3.4571433e+00 -9.3833981e+00  5.3421127e-32 
-3.8182661e+00 -9.2423397e+00  5.6354653e-32 
-3.0975468e+00 -9.5081651e+00  4.9865366e-32 
-2.7298919e+00 -9.6201710e+00  4.5600873e-32 
-1.2867392e+00 -9.9168696e+00  2.3081030e-32 
-1.9894789e+00 -9.8001007e+00  3.5167375e-32 
-1.6391491e+00 -9.8647448e+00  2.9402189e-32 
-9.4786522e-01 -9.9549762e+00  1.6516800e-32 
-6.0788904e-01 -9.9815064e+00  9.4581146e-33 
-3.0408514e-01 -9.9953755e+00  2.7526339e-33 
 1.6000000e+01  4.1233432e-03 -7.3219539e-31 
 1.6000000e+01  5.0051542e+00 -7.7263865e-31 
 1.6000000e+01  7.7354579e+00 -7.9471858e-31 
 1.6000000e+01  8.8708496e+00 -8.0390047e-31 
 1.6000000e+01  9.6166992e+00 -8.0993215e-31 
 1.6000000e+01  9.2333984e+00 -8.0683240e-31 
 1.6000000e+01  8.4933305e+00 -8.0084748e-31 
 1.6000000e+01  8.1158113e+00 -7.9779449e-31 
 1.6000000e+01  6.5954867e+00 -7.8549965e-31 
 1.6000000e+01  7.3571574e+00 -7.9165927e-31 
 1.6000000e+01  6.9788569e+00 -7.8859996e-31 
 1.6000000e+01  5.7977434e+00 -7.7904831e-31 
 1.6000000e+01  6.1966151e+00 -7.8227398e-31 
 1.6000000e+01  5.4014488e+00 -7.7584348e-31 
 1.6000000e+01  2.7317147e+00 -7.5425338e-31 
 1.6000000e+01  3.8586175e+00 -7.6336663e-31 
 1.6000000e+01  4.6093750e+00 -7.6943799e-31 
 1.6000000e+01  4.2333984e+00 -7.6639747e-31 
 1.6000000e+01  3.4834713e+00 -7.6033282e-31 
 1.6000000e+01  3.1075930e+00 -7.5729310e-31 
 1.6000000e+01  1.5954867e+00 -7.4506472e-31 
 1.6000000e+01  2.3551044e+00 -7.5120774e-31 
 1.6000000e+01  1.9788569e+00 -7.4816503e-31 
 1.6000000e+01  7.9774337e-01 -7.3861338e-31 
 1.6000000e+01  1.1966151e+00 -7.4183905e-31 
 1.6000000e+01  3.9887169e-01 -7.3538771e-31 
 1.6000000e+01 -5.0000000e+00 -6.9172712e-31 
 1.6000000e+01 -2.2690707e+00 -7.1381210e-31 
 1.6000000e+01 -1.1414353e+00 -7.2293127e-31 
 1.6000000e+01 -3.9062500e-01 -7.2900307e-31 
 1.6000000e+01 -7.6660156e-01 -7.2596255e-31 
 1.6000000e+01 -1.5166608e+00 -7.1989683e-31 
 1.6000000e+01 -1.8928658e+00 -7.1685447e-31 
 1.6000000e+01 -3.4045133e+00 -7.0462980e-31 
 1.6000000e+01 -2.6451069e+00 -7.1077110e-31 
 1.6000000e+01 -3.0211431e+00 -7.0773011e-31 
 1.6000000e+01 -4.2022566e+00 -6.9817846e-31 
 1.6000000e+01 -3.8033849e+00 -7.0140413e-31 
 1.6000000e+01 -4.6011283e+00 -6.9495279e-31 
 1.6000000e+01 -7.2686482e+00 -6.7338059e-31 
 1.6000000e+01 -6.1413825e+00 -6.8249678e-31 
 1.6000000e+01 -5.3906250e+00 -6.8856814e-31 
 1.6000000e+01 -5.7666016e+00 -6.8552762e-31 
 1.6000000e+01 -6.5165287e+00 -6.7946297e-31 
 1.6000000e+01 -6.8925884e+00 -6.7642178e-31 
 1.6000000e+01 -8.4122640e+00 -6.6413219e-31 
 1.6000000e+01 -7.6531077e+00 -6.7027148e-31 
 1.6000000e+01 -8.0211431e+00 -6.6729518e-31 
 1.6000000e+01 -9.2022566e+00 -6.5774353e-31 
 1.6000000e+01 -8.8033849e+00 -6.6096920e-31 
 1.6000000e+01 -9.6011283e+00 -6.5451786e-31 
 8.3703257e+00 -1.0000000e+01 -3.4278688e-31 
 1.2176782e+01 -1.0000000e+01 -4.9670066e-31 
 1.4090343e+01 -1.0000000e+01 -5.7407534e-31 
 1.5234375e+01 -1.0000000e+01 -6.2033420e-31 
 1.5617188e+01 -1.0000000e+01 -6.3581320e-31 
 1.4855865e+01 -1.0000000e+01 -6.0502920e-31 
 1.4471702e+01 -1.0000000e+01 -5.8949559e-31 
 1.3327833e+01 -1.0000000e+01 -5.4324332e-31 
 1.3709088e+01 -1.0000000e+01 -5.5865933e-31 
 1.2945387e+01 -1.0000000e+01 -5.2777913e-31 
 1.2562940e+01 -1.0000000e+01 -5.1231493e-31 
 1.0266075e+01 -1.0000000e+01 -4.1944136e-31 
 1.1415195e+01 -1.0000000e+01 -4.6590596e-31 
 1.1785794e+01 -1.0000000e+01 -4.8089109e-31 
 1.1035732e+01 -1.0000000e+01 -4.5056240e-31 
 1.0656269e+01 -1.0000000e+01 -4.3521884e-31 
 9.5026025e+00 -1.0000000e+01 -3.8857041e-31 
 9.8765934e+00 -1.0000000e+01 -4.0369270e-31 
 9.1286116e+00 -1.0000000e+01 -3.7344811e-31 
 8.7406514e+00 -1.0000000e+01 -3.5776097e-31 
 4.5488513e+00 -1.0000000e+01 -1.8826584e-31 
 6.4603139e+00 -1.0000000e+01 -2.6555569e-31 
 7.6066816e+00 -1.0000000e+01 -3.1190899e-31 
 7.9885036e+00 -1.0000000e+01 -3.2734793e-31 
 7.2265160e+00 -1.0000000e+01 -2.9653702e-31 
 6.8463503e+00 -1.0000000e+01 -2.8116505e-31 
 5.6927646e+00 -1.0000000e+01 -2.3451989e-31 
 6.0765392e+00 -1.0000000e+01 -2.5003779e-31 
 5.3099751e+00 -1.0000000e+01 -2.1904183e-31 
 4.9294132e+00 -1.0000000e+01 -2.0365384e-31 
 2.6503758e+00 -1.0000000e+01 -1.1150113e-31 
 3.7908793e+00 -1.0000000e+01 -1.5761730e-31 
 4.1646280e+00 -1.0000000e+01 -1.7272980e-31 
 3.4126813e+00 -1.0000000e+01 -1.4232489e-31 
 3.0315285e+00 -1.0000000e+01 -1.2691301e-31 
 1.5085801e+00 -1.0000000e+01 -6.5332705e-32 
 2.2705490e+00 -1.0000000e+01 -9.6142860e-32 
 1.8907222e+00 -1.0000000e+01 -8.0784592e-32 
 1.1264380e+00 -1.0000000e+01 -4.9880818e-32 
 7.3922496e-01 -1.0000000e+01 -3.4223886e-32 
 3.6961248e-01 -1.0000000e+01 -1.9278633e-32 
 7.6296743e+00  1.0000000e+01 -8.1303190e-31 
 3.8232179e+00  1.0000000e+01 -8.1303190e-31 
 1.9104958e+00  1.0000000e+01 -8.1303190e-31 
 7.6318359e-01  1.0000000e+01 -8.1303190e-31 
 3.8159180e-01  1.0000000e+01 -8.1303190e-31 
 1.1513672e+00  1.0000000e+01 -8.1303190e-31 
 1.5226440e+00  1.0000000e+01 -8.1303190e-31 
 2.6704682e+00  1.0000000e+01 -8.1303190e-31 
 2.2900346e+00  1.0000000e+01 -8.1303190e-31 
 3.0513491e+00  1.0000000e+01 -8.1303190e-31 
 3.4322301e+00  1.0000000e+01 -8.1303190e-31 
 5.7339250e+00  1.0000000e+01 -8.1303190e-31 
 4.5813626e+00  1.0000000e+01 -8.1303190e-31 
 4.2142058e+00  1.0000000e+01 -8.1303190e-31 
 4.9625467e+00  1.0000000e+01 -8.1303190e-31 
 5.3437308e+00  1.0000000e+01 -8.1303190e-31 
 6.4951845e+00  1.0000000e+01 -8.1303190e-31 
 6.1234066e+00  1.0000000e+01 -8.1303190e-31 
 6.8713884e+00  1.0000000e+01 -8.1303190e-31 
 7.2505314e+00  1.0000000e+01 -8.1303190e-31 
 1.1443826e+01  1.0000000e+01 -8.1303190e-31 
 9.5396861e+00  1.0000000e+01 -8.1303190e-31 
 8.3968966e+00  1.0000000e+01 -8.1303190e-31 
 8.0220333e+00  1.0000000e+01 -8.1303190e-31 
 8.7752731e+00  1.0000000e+01 -8.1303190e-31 
 9.1536497e+00  1.0000000e+01 -8.1303190e-31 
 1.0304929e+01  1.0000000e+01 -8.1303190e-31 
 9.9223076e+00  1.0000000e+01 -8.1303190e-31 
 1.0684136e+01  1.0000000e+01 -8.1303190e-31 
 1.1063981e+01  1.0000000e+01 -8.1303190e-31 
 1.3349624e+01  1.0000000e+01 -8.1303190e-31 
 1.2211345e+01  1.0000000e+01 -8.1303190e-31 
 1.1827586e+01  1.0000000e+01 -8.1303190e-31 
 1.2589908e+01  1.0000000e+01 -8.1303190e-31 
 1.2968471e+01  1.0000000e+01 -8.1303190e-31 
 1.4498083e+01  1.0000000e+01 -8.1303190e-31 
 1.3722333e+01  1.0000000e+01 -8.1303190e-31 
 1.4109278e+01  1.0000000e+01 -8.1303190e-31 
 1.4879429e+01  1.0000000e+01 -8.1303190e-31 
 1.5260775e+01  1.0000000e+01 -8.1303190e-31 
 1.5630388e+01  1.0000000e+01 -8.1303190e-31 
 6.7730250e-01  3.8810900e-02  0.0000000e+00 
 6.5450850e-01  4.0917400e-02  0.0000000e+00 
 6.3135370e-01  4.2977800e-02  0.0000000e+00 
 6.0789210e-01  4.4980200e-02  0.0000000e+00 
 5.8417860e-01  4.6912400e-02  0.0000000e+00 
 5.6026830e-01  4.8761900e-02  0.0000000e+00 
 5.3621740e-01  5.0516100e-02  0.0000000e+00 
 5.1208190e-01  5.2162000e-02  0.0000000e+00 
 4.8791810e-01  5.3686600e-02  0.0000000e+00 
 4.6378260e-01  5.5076900e-02  0.0000000e+00 
 4.3973170e-01  5.6320000e-02  0.0000000e+00 
 4.1582150e-01  5.7403300e-02  0.0000000e+00 
 3.9210790e-01  5.8314500e-02  0.0000000e+00 
 3.6864630e-01  5.9041900e-02  0.0000000e+00 
 3.4549150e-01  5.9574700e-02  0.0000000e+00 
 3.2269760e-01  5.9902800e-02  0.0000000e+00 
 3.0031770e-01  6.0017200e-02  0.0000000e+00 
 2.7840420e-01  5.9910200e-02  0.0000000e+00 
 2.5700830e-01  5.9575500e-02  0.0000000e+00 
 2.3617990e-01  5.9008100e-02  0.0000000e+00 
 2.1596760e-01  5.8204800e-02  0.0000000e+00 
 1.9641870e-01  5.7164000e-02  0.0000000e+00 
 1.7757890e-01  5.5885600e-02  0.0000000e+00 
 1.5949210e-01  5.4371500e-02  0.0000000e+00 
 1.4220050e-01  5.2625100e-02  0.0000000e+00 
 1.2574460e-01  5.0651300e-02  0.0000000e+00 
 1.1016280e-01  4.8456700e-02  0.0000000e+00 
 9.5491500e-02  4.6048900e-02  0.0000000e+00 
 8.1764900e-02  4.3437100e-02  0.0000000e+00 
 6.9015200e-02  4.0631000e-02  0.0000000e+00 
 5.7272000e-02  3.7641400e-02  0.0000000e+00 
 4.6562800e-02  3.4479200e-02  0.0000000e+00 
