2e-06 0.00699744 4.71919e-16 0 0 0 0
0.000509459 0.00699744 6.55792e-10 0 0 0 0
0.00101599 0.00699744 1.0232e-08 0 0 0 0
0.00152053 0.00699744 5.00919e-08 0 0 0 0
0.00202325 0.00699743 1.51975e-07 0 0 0 0
0.0025243 0.00699742 3.5832e-07 0 0 0 0
0.00302385 0.00699742 7.43418e-07 0 0 0 0
0.0035222 0.00699741 1.47587e-06 0 0 0 0
0.00370626 0.0069974 1.95137e-06 0 0 0 0
0.00388057 0.0069974 2.54629e-06 0 0 0 0
0.00405801 0.0069974 3.24429e-06 0 0 0 0
0.00424538 0.0069974 3.91964e-06 0 0 0 0
0.00442923 0.00699739 4.40919e-06 0 0 0 0
0.00462134 0.00699739 4.73755e-06 0 0 0 0
0.00482251 0.00699739 4.95629e-06 0 0 0 0
0.00501952 0.00699738 5.08692e-06 0 0 0 0
0.0052112 0.00699738 5.16007e-06 0 0 0 0
0.00538098 0.00699738 5.20357e-06 0 0 0 0
0.00553032 0.00699737 5.24153e-06 0 0 0 0
0.00568543 0.00699737 5.24656e-06 0 0 0 0
0.00585093 0.00699737 5.21809e-06 0 0 0 0
0.0060012 0.00699737 5.22373e-06 0 0 0 0
0.00613394 0.00699736 5.2598e-06 0 0 0 0
0.00627333 0.00699736 5.3207e-06 0 0 0 0
0.00642496 0.00699736 5.41259e-06 0 0 0 0
0.00658844 0.00699736 5.5331e-06 0 0 0 0
0.00676131 0.00699735 5.6717e-06 0 0 0 0
0.0069361 0.00699735 5.82122e-06 0 0 0 0
0.00710737 0.00699735 5.9791e-06 0 0 0 0
0.00727113 0.00699735 6.13849e-06 0 0 0 0
0.007431 0.00699734 6.30184e-06 0 0 0 0
0.00758936 0.00699734 6.46574e-06 0 0 0 0
0.00774678 0.00699734 6.63172e-06 0 0 0 0
0.00790352 0.00699734 6.80204e-06 0 0 0 0
0.00805974 0.00699734 6.9751e-06 0 0 0 0
0.00821545 0.00699733 7.15056e-06 0 0 0 0
0.00837298 0.00699733 7.33143e-06 0 0 0 0
0.00852985 0.00699733 7.51002e-06 0 0 0 0
0.00868773 0.00699733 7.6796e-06 0 0 0 0
0.00883963 0.00699733 7.82857e-06 0 0 0 0
0.00899052 0.00699732 7.93534e-06 0 0 0 0
0.00915229 0.00699732 8.00846e-06 0 0 0 0
0.00931324 0.00699732 8.05863e-06 0 0 0 0
0.00947356 0.00699732 8.11218e-06 0 0 0 0
0.00963346 0.00699732 8.18171e-06 0 0 0 0
0.00979627 0.00699731 8.24125e-06 0 0 0 0
0.00996189 0.00699731 8.31236e-06 0 0 0 0
0.0101288 0.00699731 8.37447e-06 0 0 0 0
0.0102951 0.00699731 8.42435e-06 0 0 0 0
0.0104652 0.00699731 8.45202e-06 0 0 0 0
0.0106355 0.00699731 8.47896e-06 0 0 0 0
0.0108058 0.0069973 8.49964e-06 0 0 0 0
0.010976 0.0069973 8.49046e-06 0 0 0 0
0.0111465 0.0069973 8.52053e-06 0 0 0 0
0.0113176 0.0069973 8.55916e-06 0 0 0 0
0.0114888 0.0069973 8.61091e-06 0 0 0 0
0.0116534 0.00699729 8.65381e-06 0 0 0 0
0.0118218 0.00699729 8.68654e-06 0 0 0 0
0.0119944 0.00699729 8.74108e-06 0 0 0 0
0.0121714 0.00699729 8.78417e-06 0 0 0 0
0.0123517 0.00699729 8.82622e-06 0 0 0 0
0.0125344 0.00699729 8.88126e-06 0 0 0 0
0.0127176 0.00699728 8.94761e-06 0 0 0 0
0.0129046 0.00699728 9.00506e-06 0 0 0 0
0.0130944 0.00699728 9.07162e-06 0 0 0 0
0.0132864 0.00699728 9.148e-06 0 0 0 0
0.0134807 0.00699728 9.23296e-06 0 0 0 0
0.0136777 0.00699727 9.31178e-06 0 0 0 0
0.0138778 0.00699727 9.38674e-06 0 0 0 0
0.0140805 0.00699727 9.47241e-06 0 0 0 0
0.0142856 0.00699727 9.56794e-06 0 0 0 0
0.0144933 0.00699727 9.67316e-06 0 0 0 0
0.0147039 0.00699726 9.78686e-06 0 0 0 0
0.0149176 0.00699726 9.90967e-06 0 0 0 0
0.0151348 0.00699726 1.00375e-05 0 0 0 0
0.0153559 0.00699726 1.01701e-05 0 0 0 0
0.0155812 0.00699725 1.03231e-05 0 0 0 0
0.0158114 0.00699725 1.04945e-05 0 0 0 0
0.0160471 0.00699725 1.0688e-05 0 0 0 0
0.0162889 0.00699725 1.09084e-05 0 0 0 0
0.0165378 0.00699724 1.11588e-05 0 0 0 0
0.0167947 0.00699724 1.14453e-05 0 0 0 0
0.0170609 0.00699724 1.17707e-05 0 0 0 0
0.0173379 0.00699724 1.21403e-05 0 0 0 0
0.0176279 0.00699723 1.25566e-05 0 0 0 0
0.0179331 0.00699723 1.30225e-05 0 0 0 0
0.018257 0.00699722 1.35393e-05 0 0 0 0
0.0186042 0.00699722 1.41001e-05 0 0 0 0
0.0189808 0.00699722 1.46873e-05 0 0 0 0
0.0193964 0.00699721 1.52384e-05 0 0 0 0
0.0198657 0.00699721 1.55228e-05 0 0 0 0
0.0203668 0.0069972 1.54304e-05 0 0 0 0
0.0208679 0.00699719 1.49871e-05 0 0 0 0
0.0213692 0.00699719 1.43565e-05 0 0 0 0
0.0218706 0.00699718 1.35683e-05 0 0 0 0
0.0223721 0.00699718 1.26547e-05 0 0 0 0
0.0228737 0.00699717 1.17549e-05 0 0 0 0
0.0233755 0.00699717 1.08816e-05 0 0 0 0
0.0238772 0.00699716 1.01194e-05 0 0 0 0
0.024379 0.00699716 9.45239e-06 0 0 0 0
0.0248807 0.00699715 8.77679e-06 0 0 0 0
0.0253824 0.00699715 8.26716e-06 0 0 0 0
0.0258839 0.00699714 7.80089e-06 0 0 0 0
0.0263852 0.00699714 7.40487e-06 0 0 0 0
0.0268862 0.00699713 6.84559e-06 0 0 0 0
0.0273869 0.00699713 6.32196e-06 0 0 0 0
0.0278874 0.00699712 5.98134e-06 0 0 0 0
0.0283876 0.00699712 5.84642e-06 0 0 0 0
0.0288875 0.00699711 5.87077e-06 0 0 0 0
0.0293872 0.00699711 6.00893e-06 0 0 0 0
0.0298865 0.0069971 6.14806e-06 0 0 0 0
