0.499996 	0.994606
0.499965 	0.994608
0.499904 	0.99461
0.499812 	0.994614
0.499688 	0.994618
0.499535 	0.994623
0.49935 	0.994628
0.499134 	0.994623
0.498888 	0.994614
0.49861 	0.994605
0.498302 	0.994593
0.497962 	0.994581
0.497591 	0.994568
0.497189 	0.994554
0.496756 	0.994538
0.496292 	0.994521
0.495795 	0.994509
0.495268 	0.994499
0.494709 	0.99449
0.494118 	0.994479
0.493495 	0.994469
0.49284 	0.994457
0.492153 	0.99448
0.491434 	0.994527
0.490682 	0.994576
0.489898 	0.994628
0.489081 	0.994667
0.488231 	0.994708
0.487349 	0.994756
0.486433 	0.994806
0.485483 	0.994825
0.4845 	0.994815
0.483483 	0.994792
0.482433 	0.994797
0.481348 	0.994807
0.480228 	0.994793
0.479074 	0.994817
0.477885 	0.99485
0.47666 	0.994896
0.4754 	0.994924
0.474105 	0.994958
0.472773 	0.994999
0.471405 	0.995042
0.47 	0.995085
0.468558 	0.995144
0.467078 	0.995189
0.465561 	0.995206
0.464006 	0.995233
0.462413 	0.995249
0.46078 	0.995286
0.459108 	0.995353
0.457397 	0.995437
0.455645 	0.995531
0.453853 	0.995599
0.452019 	0.995644
0.450144 	0.995677
0.448227 	0.995729
0.446267 	0.995793
0.444264 	0.99586
0.442217 	0.995925
0.440125 	0.995981
0.437988 	0.996031
0.435806 	0.996088
0.433577 	0.996146
