-1 	0.998779 	0.998131
-0.979798 	0.998754 	0.998103
-0.959596 	0.998727 	0.998073
-0.939394 	0.998705 	0.998044
-0.919192 	0.998681 	0.998014
-0.89899 	0.998659 	0.997984
-0.878788 	0.998633 	0.997953
-0.858586 	0.998611 	0.997923
-0.838384 	0.998584 	0.997891
-0.818182 	0.998565 	0.997857
-0.79798 	0.998547 	0.997819
-0.777778 	0.998529 	0.997781
-0.757576 	0.998507 	0.997742
-0.737374 	0.99849 	0.997703
-0.717172 	0.998475 	0.997663
-0.69697 	0.998447 	0.997618
-0.676768 	0.99842 	0.99757
-0.656566 	0.99841 	0.997515
-0.636364 	0.998393 	0.997458
-0.616162 	0.998364 	0.997401
-0.59596 	0.998357 	0.997338
-0.575758 	0.998337 	0.997275
-0.555556 	0.998299 	0.997216
-0.535354 	0.998289 	0.997158
-0.515152 	0.998264 	0.997097
-0.494949 	0.998233 	0.997025
-0.474747 	0.998207 	0.996931
-0.454545 	0.998183 	0.996832
-0.434343 	0.998143 	0.996737
-0.414141 	0.99811 	0.996644
-0.393939 	0.998076 	0.996553
-0.373737 	0.998012 	0.996465
-0.353535 	0.997959 	0.996404
-0.333333 	0.997906 	0.996357
-0.313131 	0.99794 	0.996348
-0.292929 	0.998036 	0.99633
-0.272727 	0.998085 	0.996324
-0.252525 	0.998151 	0.996308
-0.232323 	0.998161 	0.996301
-0.212121 	0.998161 	0.996295
-0.191919 	0.998149 	0.996291
-0.171717 	0.998071 	0.99628
-0.151515 	0.998023 	0.996275
-0.131313 	0.997918 	0.99626
-0.111111 	0.997806 	0.996249
-0.0909091 	0.997656 	0.996217
-0.0707071 	0.997542 	0.996206
-0.0505051 	0.99748 	0.996201
-0.030303 	0.997494 	0.99621
-0.010101 	0.997576 	0.99622
0.010101 	0.997656 	0.996239
0.030303 	0.997702 	0.996265
0.0505051 	0.997748 	0.996289
0.0707071 	0.997784 	0.996312
0.0909091 	0.997793 	0.996316
0.111111 	0.997806 	0.996319
0.131313 	0.997813 	0.996305
0.151515 	0.997837 	0.9963
0.171717 	0.997854 	0.996288
0.191919 	0.997857 	0.996297
0.212121 	0.997848 	0.996316
0.232323 	0.997805 	0.996353
0.252525 	0.997715 	0.996392
0.272727 	0.997617 	0.996444
0.292929 	0.997551 	0.996477
0.313131 	0.997535 	0.996512
0.333333 	0.997479 	0.996555
0.353535 	0.997499 	0.996621
0.373737 	0.997506 	0.996686
0.393939 	0.997513 	0.996764
0.414141 	0.997582 	0.996837
0.434343 	0.997741 	0.996932
0.454545 	0.997911 	0.997054
0.474747 	0.998015 	0.99718
0.494949 	0.998096 	0.997324
0.515152 	0.998146 	0.997432
0.535354 	0.998202 	0.997514
0.555556 	0.998261 	0.997577
0.575758 	0.998295 	0.997601
0.59596 	0.998338 	0.997626
0.616162 	0.998383 	0.997648
0.636364 	0.998416 	0.997657
0.656566 	0.998447 	0.997673
0.676768 	0.998475 	0.997694
0.69697 	0.998505 	0.997706
0.717172 	0.99853 	0.997718
0.737374 	0.998559 	0.997741
0.757576 	0.998586 	0.997761
0.777778 	0.9986 	0.997774
0.79798 	0.998626 	0.997795
0.818182 	0.998651 	0.997821
0.838384 	0.998675 	0.997843
0.858586 	0.99869 	0.997858
0.878788 	0.998712 	0.997883
0.89899 	0.998738 	0.99791
0.919192 	0.998766 	0.997938
0.939394 	0.998779 	0.997956
0.959596 	0.998798 	0.997977
0.979798 	0.998826 	0.998006
1 	0.998856 	0.998037
