0.499996 	0.145559 	-0.0307206 	0.00222052 	0.145113 	-0.0306241 	0.00221337
0.499965 	0.145554 	-0.0307238 	0.00222068 	0.145108 	-0.0306273 	0.00221354
0.499904 	0.145544 	-0.0307302 	0.002221 	0.145098 	-0.0306337 	0.00221386
0.499812 	0.145528 	-0.0307398 	0.00222148 	0.145083 	-0.0306433 	0.00221435
0.499688 	0.145507 	-0.0307526 	0.00222212 	0.145062 	-0.0306561 	0.002215
0.499535 	0.145482 	-0.0307712 	0.00222299 	0.145038 	-0.0306748 	0.00221588
0.49935 	0.145453 	-0.0307964 	0.0022241 	0.145009 	-0.0307 	0.002217
0.499134 	0.145415 	-0.0308204 	0.00222573 	0.144972 	-0.030724 	0.00221863
0.498888 	0.145369 	-0.0308459 	0.00222769 	0.144928 	-0.0307496 	0.0022206
0.49861 	0.145319 	-0.0308746 	0.00222991 	0.144878 	-0.0307784 	0.00222281
0.498302 	0.145262 	-0.0309066 	0.00223237 	0.144822 	-0.0308104 	0.00222527
0.497962 	0.1452 	-0.0309418 	0.00223508 	0.144761 	-0.0308457 	0.00222798
0.497591 	0.145132 	-0.0309802 	0.00223804 	0.144695 	-0.0308842 	0.00223093
0.497189 	0.145058 	-0.0310218 	0.00224124 	0.144623 	-0.0309259 	0.00223414
0.496756 	0.144978 	-0.0310667 	0.0022447 	0.144545 	-0.0309709 	0.00223759
0.496292 	0.1449 	-0.0311123 	0.00224794 	0.144468 	-0.0310167 	0.00224083
0.495795 	0.144818 	-0.0311584 	0.00225112 	0.144388 	-0.031063 	0.00224399
0.495268 	0.144731 	-0.0312101 	0.002254 	0.144303 	-0.031115 	0.00224685
0.494709 	0.144638 	-0.0312649 	0.00225706 	0.144213 	-0.03117 	0.00224987
0.494118 	0.144541 	-0.0313229 	0.00226029 	0.144118 	-0.0312282 	0.00225306
0.493495 	0.144438 	-0.031384 	0.00226369 	0.144017 	-0.0312895 	0.00225643
0.49284 	0.14433 	-0.0314482 	0.00226727 	0.143912 	-0.031354 	0.00225997
0.492153 	0.144212 	-0.0315013 	0.00227054 	0.143796 	-0.0314075 	0.0022632
0.491434 	0.144094 	-0.0315761 	0.00227423 	0.143681 	-0.0314827 	0.00226685
0.490682 	0.14397 	-0.0316542 	0.0022781 	0.143561 	-0.0315612 	0.00227065
0.489898 	0.143841 	-0.0317357 	0.00228213 	0.143435 	-0.0316432 	0.00227463
0.489081 	0.143693 	-0.0318013 	0.00228838 	0.14329 	-0.0317091 	0.00228082
0.488231 	0.143537 	-0.0318762 	0.00229374 	0.143137 	-0.0317843 	0.00228611
0.487349 	0.143381 	-0.031967 	0.00229764 	0.142983 	-0.0318753 	0.00228993
0.486433 	0.143218 	-0.0320612 	0.00230168 	0.142823 	-0.0319696 	0.0022939
0.485483 	0.143002 	-0.0321205 	0.00231173 	0.142609 	-0.0320292 	0.0023039
0.4845 	0.142801 	-0.0322117 	0.00232154 	0.14241 	-0.0321207 	0.00231364
0.483483 	0.142605 	-0.032322 	0.00233123 	0.142216 	-0.0322311 	0.00232325
0.482433 	0.142327 	-0.032398 	0.00234302 	0.141941 	-0.0323074 	0.002335
0.481348 	0.142026 	-0.0324742 	0.00235621 	0.141641 	-0.0323838 	0.00234817
0.480228 	0.141755 	-0.0325895 	0.00237112 	0.14137 	-0.0324988 	0.00236303
0.479074 	0.141318 	-0.0326532 	0.00238103 	0.140934 	-0.0325624 	0.00237296
0.477885 	0.140855 	-0.0327195 	0.00238985 	0.140472 	-0.0326286 	0.00238182
0.47666 	0.140399 	-0.032825 	0.00239543 	0.140017 	-0.0327339 	0.00238744
0.4754 	0.139675 	-0.0328624 	0.00239625 	0.139295 	-0.0327714 	0.00238833
0.474105 	0.13897 	-0.0329217 	0.0024008 	0.138591 	-0.0328307 	0.00239296
0.472773 	0.137934 	-0.0329272 	0.00240949 	0.137556 	-0.0328359 	0.00240168
0.471405 	0.136755 	-0.0329046 	0.00241755 	0.136379 	-0.0328132 	0.00240979
0.47 	0.13531 	-0.0328516 	0.00242216 	0.134936 	-0.03276 	0.00241441
0.468558 	0.133496 	-0.0327251 	0.00242795 	0.133124 	-0.0326335 	0.00242018
0.467078 	0.131316 	-0.0325264 	0.00244228 	0.130945 	-0.0324343 	0.00243444
0.465561 	0.128521 	-0.0322014 	0.00247195 	0.12815 	-0.0321083 	0.00246395
0.464006 	0.125279 	-0.0317768 	0.00250701 	0.124909 	-0.0316828 	0.0024988
0.462413 	0.121276 	-0.0311784 	0.00254129 	0.120907 	-0.0310835 	0.0025328
0.46078 	0.116704 	-0.0304413 	0.0025805 	0.116338 	-0.0303458 	0.0025717
0.459108 	0.11131 	-0.0295012 	0.0026307 	0.11095 	-0.0294055 	0.00262146
0.457397 	0.10523 	-0.028382 	0.00268964 	0.104878 	-0.0282867 	0.00267989
0.455645 	0.0985092 	-0.0270861 	0.00275153 	0.0981666 	-0.0269914 	0.00274123
0.453853 	0.0911051 	-0.0255908 	0.00281597 	0.0907756 	-0.0254978 	0.00280503
0.452019 	0.0832849 	-0.0239858 	0.00288588 	0.0829714 	-0.0238949 	0.00287427
0.450144 	0.075058 	-0.022218 	0.00295829 	0.0747651 	-0.0221306 	0.00294596
0.448227 	0.066612 	-0.0203814 	0.00303198 	0.0663419 	-0.0202979 	0.00301889
0.446267 	0.0580041 	-0.0184649 	0.00310707 	0.0577597 	-0.0183863 	0.00309321
0.444264 	0.0495916 	-0.0164916 	0.00318434 	0.0493764 	-0.0164192 	0.00316975
0.442217 	0.0412802 	-0.014488 	0.00326774 	0.041095 	-0.0144221 	0.0032524
0.440125 	0.0332394 	-0.0124973 	0.00336373 	0.0330865 	-0.012439 	0.00334759
0.437988 	0.0262557 	-0.0107646 	0.00343163 	0.0261332 	-0.0107137 	0.00341487
0.435806 	0.0169982 	-0.00752004 	0.00285414 	0.0169184 	-0.00748442 	0.00284007
0.433577 	0.00231739 	-0.00100976 	0.000647126 	0.00230848 	-0.00100585 	0.00064402
