-0.98100 1.11166
-0.95581 1.11000
-0.90736 1.11330
-0.87883 1.11331
-0.80972 1.10955
-0.77279 1.11015
-0.73585 1.11080
-0.69890 1.10835
-0.66195 1.10835
-0.62501 1.10805
-0.58808 1.11074
-0.55114 1.11126
-0.51417 1.10309
-0.47719 1.09602
-0.44021 1.08695
-0.41325 1.06467
-0.39553 1.00743
-0.38938 0.98593
-0.38466 0.93170
-0.38442 0.89494
-0.37661 0.83306
-0.36861 0.72247
-0.36014 0.66847
-0.37003 0.78823
-0.35496 0.63727
-0.33739 0.48520
-0.34237 0.55372
-0.35074 0.60542
-0.32819 0.44495
-0.31954 0.38932
-0.30731 0.28282
-0.30927 0.34624
-0.28523 0.22781
-0.27787 0.17726
-0.26447 0.13057
-0.25107 0.09786
-0.23580 0.06431
-0.21713 0.02020
-0.20324 -0.00857
-0.17369 -0.05205
-0.13937 -0.09607
-0.10559 -0.14009
-0.07856 -0.16395
-0.03991 -0.18453
0.02227 -0.19619
0.06028 -0.18463
0.09359 -0.16866
0.11968 -0.12419
0.16783 -0.06481
0.13772 -0.10430
0.20728 0.02410
0.22862 0.06036
0.24741 0.09588
0.26087 0.14344
0.27579 0.18620
0.28404 0.21706
0.29616 0.27695
0.30540 0.32164
0.31713 0.36885
0.32451 0.40301
0.33118 0.45860
0.33446 0.47737
0.33972 0.55877
0.36528 0.73761
0.35786 0.66909
0.34409 0.58226
0.37422 0.85126
0.38072 0.93754
0.38010 0.88832
0.38811 0.97435
0.39555 1.02618
0.40954 1.06302
0.43628 1.09000
0.47319 1.09692
0.51011 1.10239
0.54704 1.10474
0.58398 1.10504
0.62092 1.10504
0.65786 1.10414
0.69481 1.10279
0.73174 1.10654
0.76867 1.10805
0.80561 1.10753
0.84255 1.10916
0.87948 1.11000
0.91642 1.11000
0.95336 1.11015
0.98190 1.11161

