1.03511 1.00277
4.37651 0.98799
7.17312 0.95753
9.91889 0.90077
11.71308 0.86306
13.40194 0.82518
15.94431 0.74248
17.85109 0.67654
20.64770 0.57069
22.35472 0.50324
23.69855 0.43691
25.22397 0.36436
26.24092 0.32004
28.71973 0.20758
29.67312 0.14391
30.18160 0.04957
32.12852 -0.02383
33.69855 -0.11882
33.74092 -0.02593
34.88499 -0.19311
35.79298 -0.25989
36.72821 -0.31760
37.93584 -0.38865
39.07990 -0.45689
40.61688 -0.56668
41.92736 -0.64071
43.78329 -0.75810
44.92736 -0.84275
46.32567 -0.93528
47.72397 -1.02776
48.74092 -1.09641
49.75787 -1.17010
50.77482 -1.25233
52.04600 -1.32395
53.44431 -1.39273
54.71550 -1.46720
55.98668 -1.54043
57.33051 -1.61311
58.52906 -1.68351
60.49362 -1.76059
61.46691 -1.82692
63.61380 -1.90276
65.03027 -1.98582
67.15496 -2.08602
69.84262 -2.18357
71.77845 -2.24012
73.70211 -2.29826
75.67191 -2.35841
78.14165 -2.40533
80.50902 -2.42541
83.19007 -2.43213
85.98668 -2.43882
88.78329 -2.42740
91.97104 -2.41257
94.24939 -2.37232
96.15617 -2.31711
98.39808 -2.24741
99.73505 -2.19684
101.93099 -2.09885
102.84504 -2.04472
104.54600 -1.94379
106.07143 -1.86514
106.53753 -1.80024
107.59685 -1.71853
108.74092 -1.64949
109.75787 -1.57735
110.90194 -1.50319
112.04600 -1.42996
113.06295 -1.35705
114.20702 -1.28599
115.58717 -1.20626
117.00363 -1.13020
118.02058 -1.07225
119.03753 -0.98564
120.54025 -0.91334
121.67769 -0.84355
122.77845 -0.78927
123.86804 -0.73493
128.92967 -0.53977
132.25787 -0.45934
135.05448 -0.40716
137.78753 -0.37765
140.60533 -0.35310
143.44431 -0.34228
146.24092 -0.33353
149.03753 -0.33495
151.83414 -0.33495
154.63075 -0.32874
157.42736 -0.32846
160.22397 -0.32846
163.02058 -0.32846
165.81719 -0.32846
168.61380 -0.32846
171.41041 -0.32846
174.20702 -0.32846
176.93099 -0.31516
179.41889 -0.30557

