1.07143 1.00463
3.86804 0.99254
6.66465 0.97141
9.52482 0.91904
12.25787 0.86726
13.78329 0.83200
16.96126 0.72612
18.61380 0.66002
20.64770 0.56991
22.15723 0.49767
24.07990 0.39391
25.60533 0.33141
27.63923 0.24819
29.33088 0.17246
31.88499 0.01864
32.59685 -0.03630
33.89115 -0.10819
35.25479 -0.19007
35.85956 -0.25201
36.79177 -0.31760
37.93584 -0.38865
39.07990 -0.45689
40.39346 -0.56827
41.72115 -0.64215
43.65617 -0.76027
44.80024 -0.83484
46.12793 -0.92498
47.69855 -0.99495
48.10533 -1.05876
49.70339 -1.12982
50.74015 -1.21709
51.91889 -1.30629
53.57143 -1.37760
54.50363 -1.44294
55.98668 -1.52572
57.55122 -1.60093
59.03753 -1.70336
60.85956 -1.80011
62.08838 -1.87323
64.34262 -1.94356
65.39346 -1.97606
69.27240 -2.11419
72.05811 -2.19404
75.43584 -2.28441
77.85109 -2.33994
80.69855 -2.34902
83.31719 -2.35337
89.80024 -2.29537
91.57990 -2.25946
95.26634 -2.13121
96.53753 -2.08932
99.96973 -1.92456
102.25787 -1.77314
103.27482 -1.71956
105.18160 -1.57321
106.19855 -1.51995
107.85109 -1.36170
108.74092 -1.31671
110.42978 -1.16401
111.15617 -1.11658
112.57990 -0.96578
113.31719 -0.91645
115.89134 -0.77333
118.65617 -0.64038
124.26755 -0.56419
129.84262 -0.54701
136.57990 -0.53945
138.61380 -0.53945
145.22397 -0.54481
147.25787 -0.53945
153.61380 -0.53691
155.77482 -0.53066
162.00363 -0.48333
164.03753 -0.48155
170.39346 -0.45821
172.55448 -0.45257
178.65617 -0.44090

