-1 	0.998998 	0.999284
-0.979798 	0.999 	0.999287
-0.959596 	0.999003 	0.999291
-0.939394 	0.999007 	0.999295
-0.919192 	0.999011 	0.999299
-0.89899 	0.999016 	0.999304
-0.878788 	0.999021 	0.99931
-0.858586 	0.999027 	0.999316
-0.838384 	0.999033 	0.999321
-0.818182 	0.999039 	0.999329
-0.79798 	0.999045 	0.999336
-0.777778 	0.999052 	0.999344
-0.757576 	0.999059 	0.999353
-0.737374 	0.999066 	0.999361
-0.717172 	0.999073 	0.999371
-0.69697 	0.999081 	0.99938
-0.676768 	0.999091 	0.999391
-0.656566 	0.999101 	0.999402
-0.636364 	0.999112 	0.999413
-0.616162 	0.999123 	0.999425
-0.59596 	0.999134 	0.999437
-0.575758 	0.999147 	0.999451
-0.555556 	0.999161 	0.999464
-0.535354 	0.99917 	0.999479
-0.515152 	0.999181 	0.999493
-0.494949 	0.999202 	0.999513
-0.474747 	0.999228 	0.999536
-0.454545 	0.999263 	0.999567
-0.434343 	0.999284 	0.999589
-0.414141 	0.999294 	0.999605
-0.393939 	0.999262 	0.999579
-0.373737 	0.999237 	0.99956
-0.353535 	0.99924 	0.999561
-0.333333 	0.999266 	0.999584
-0.313131 	0.999304 	0.999619
-0.292929 	0.999332 	0.999648
-0.272727 	0.999347 	0.999664
-0.252525 	0.999347 	0.999668
-0.232323 	0.999349 	0.999669
-0.212121 	0.99935 	0.999669
-0.191919 	0.99935 	0.999667
-0.171717 	0.999355 	0.999668
-0.151515 	0.999362 	0.999669
-0.131313 	0.999366 	0.999668
-0.111111 	0.999371 	0.999668
-0.0909091 	0.999377 	0.999669
-0.0707071 	0.999376 	0.999663
-0.0505051 	0.999376 	0.999659
-0.030303 	0.999378 	0.999657
-0.010101 	0.999415 	0.999683
0.010101 	0.999416 	0.999682
0.030303 	0.999381 	0.999653
0.0505051 	0.999381 	0.999652
0.0707071 	0.999384 	0.999654
0.0909091 	0.999388 	0.999657
0.111111 	0.999384 	0.999654
0.131313 	0.999381 	0.999652
0.151515 	0.999379 	0.999652
0.171717 	0.999374 	0.999649
0.191919 	0.999371 	0.999648
0.212121 	0.99937 	0.999649
0.232323 	0.999368 	0.99965
0.252525 	0.999366 	0.999649
0.272727 	0.999362 	0.999646
0.292929 	0.999344 	0.99963
0.313131 	0.999316 	0.999603
0.333333 	0.999278 	0.999568
0.353535 	0.999251 	0.999546
0.373737 	0.999246 	0.999545
0.393939 	0.999272 	0.99957
0.414141 	0.999297 	0.999593
0.434343 	0.999287 	0.999581
0.454545 	0.999267 	0.999556
0.474747 	0.99924 	0.999527
0.494949 	0.999214 	0.999503
0.515152 	0.999192 	0.999485
0.535354 	0.999178 	0.999471
0.555556 	0.999165 	0.999457
0.575758 	0.999151 	0.999444
0.59596 	0.999138 	0.999431
0.616162 	0.999127 	0.99942
0.636364 	0.999114 	0.999408
0.656566 	0.999103 	0.999397
0.676768 	0.999093 	0.999387
0.69697 	0.999084 	0.999377
0.717172 	0.999073 	0.999367
0.737374 	0.999063 	0.999358
0.757576 	0.999056 	0.99935
0.777778 	0.99905 	0.999342
0.79798 	0.999042 	0.999334
0.818182 	0.999034 	0.999326
0.838384 	0.999026 	0.999319
0.858586 	0.999023 	0.999314
0.878788 	0.999018 	0.999308
0.89899 	0.999013 	0.999303
0.919192 	0.999007 	0.999298
0.939394 	0.999003 	0.999293
0.959596 	0.999 	0.99929
0.979798 	0.998997 	0.999286
1 	0.998994 	0.999283
