0.499996 	0.138264 	-0.0209453 	-3.10309e-17
0.499965 	0.13825 	-0.0209493 	-3.1189e-17
0.499904 	0.138223 	-0.0209571 	-3.15053e-17
0.499812 	0.138181 	-0.0209689 	-3.19798e-17
0.499688 	0.138127 	-0.0209846 	-3.26126e-17
0.499535 	0.138066 	-0.0210054 	-3.34298e-17
0.49935 	0.138001 	-0.0210315 	-3.44394e-17
0.499134 	0.137894 	-0.021061 	-3.48475e-17
0.498888 	0.137762 	-0.0210942 	-3.50497e-17
0.49861 	0.137614 	-0.0211316 	-3.52773e-17
0.498302 	0.137449 	-0.0211733 	-3.55304e-17
0.497962 	0.137267 	-0.0212191 	-3.58089e-17
0.497591 	0.137068 	-0.0212691 	-3.6113e-17
0.497189 	0.136853 	-0.0213233 	-3.64426e-17
0.496756 	0.136621 	-0.0213817 	-3.67979e-17
0.496292 	0.136364 	-0.0214443 	-3.70587e-17
0.495795 	0.136047 	-0.0215095 	-3.70255e-17
0.495268 	0.135688 	-0.0215796 	-3.66419e-17
0.494709 	0.135308 	-0.021654 	-3.62353e-17
0.494118 	0.134906 	-0.0217325 	-3.58056e-17
0.493495 	0.134482 	-0.0218153 	-3.53527e-17
0.49284 	0.134036 	-0.0219023 	-3.48766e-17
0.492153 	0.133416 	-0.0219824 	-3.46798e-17
0.491434 	0.132829 	-0.0220794 	-3.47691e-17
0.490682 	0.132216 	-0.0221808 	-3.48625e-17
0.489898 	0.131576 	-0.0222865 	-3.49599e-17
0.489081 	0.130761 	-0.0223803 	-3.4048e-17
0.488231 	0.129881 	-0.0224779 	-3.25729e-17
0.487349 	0.12901 	-0.0225865 	-3.11165e-17
0.486433 	0.128105 	-0.0226991 	-2.96053e-17
0.485483 	0.126895 	-0.0227787 	-2.59959e-17
0.4845 	0.125714 	-0.0228829 	-2.24532e-17
0.483483 	0.124533 	-0.0230025 	-1.89342e-17
0.482433 	0.123086 	-0.0230867 	-1.62381e-17
0.481348 	0.121532 	-0.0231661 	-1.3469e-17
0.480228 	0.120001 	-0.0232691 	-9.57313e-18
0.479074 	0.118156 	-0.0233198 	-8.02637e-18
0.477885 	0.116223 	-0.0233698 	-7.10499e-18
0.47666 	0.114254 	-0.0234441 	-6.95026e-18
0.4754 	0.111981 	-0.0234514 	-5.13323e-18
0.474105 	0.109653 	-0.0234712 	-2.8006e-18
0.472773 	0.107065 	-0.023438 	-1.67918e-18
0.471405 	0.104343 	-0.0233811 	-1.16582e-18
0.47 	0.101455 	-0.023307 	-4.63753e-19
0.468558 	0.0983837 	-0.0231851 	7.53393e-19
0.467078 	0.0951701 	-0.0230265 	1.7873e-18
0.465561 	0.0917507 	-0.0228046 	2.4533e-18
0.464006 	0.0882533 	-0.0225449 	2.35211e-18
0.462413 	0.0845474 	-0.0222364 	1.1556e-19
0.46078 	0.0807944 	-0.0218766 	-1.76606e-18
0.459108 	0.0767026 	-0.0214166 	6.18772e-19
0.457397 	0.072563 	-0.0208887 	5.58915e-20
0.455645 	0.0681628 	-0.0202831 	-2.48814e-18
0.453853 	0.0637059 	-0.0195558 	-4.17576e-18
0.452019 	0.0588618 	-0.0187656 	-1.01668e-17
0.450144 	0.0540126 	-0.0178696 	-9.41251e-18
0.448227 	0.0486583 	-0.0167166 	-8.04164e-19
0.446267 	0.0433292 	-0.015536 	7.21373e-18
0.444264 	0.0381625 	-0.0143094 	1.14095e-17
0.442217 	0.0329944 	-0.0130489 	1.34265e-17
0.440125 	0.0279376 	-0.011777 	1.36406e-17
0.437988 	0.0230517 	-0.0104239 	1.34732e-17
0.435806 	0.0157454 	-0.00758489 	9.67172e-18
0.433577 	0.00259878 	-0.0012828 	3.0864e-18
