0.499996 	0.993403
0.499965 	0.993407
0.499904 	0.993414
0.499812 	0.993424
0.499688 	0.993438
0.499535 	0.993448
0.49935 	0.993451
0.499134 	0.993449
0.498888 	0.993444
0.49861 	0.993439
0.498302 	0.993433
0.497962 	0.993426
0.497591 	0.993419
0.497189 	0.993411
0.496756 	0.993402
0.496292 	0.993388
0.495795 	0.993352
0.495268 	0.993274
0.494709 	0.993192
0.494118 	0.993105
0.493495 	0.993014
0.49284 	0.992917
0.492153 	0.992935
0.491434 	0.992924
0.490682 	0.992912
0.489898 	0.9929
0.489081 	0.992888
0.488231 	0.992945
0.487349 	0.993052
0.486433 	0.993162
0.485483 	0.993105
0.4845 	0.993118
0.483483 	0.993172
0.482433 	0.993172
0.481348 	0.993138
0.480228 	0.993056
0.479074 	0.993097
0.477885 	0.99315
0.47666 	0.993181
0.4754 	0.993352
0.474105 	0.993521
0.472773 	0.993641
0.471405 	0.993751
0.47 	0.993746
0.468558 	0.993654
0.467078 	0.993561
0.465561 	0.993468
0.464006 	0.993428
0.462413 	0.993507
0.46078 	0.993576
0.459108 	0.993623
0.457397 	0.99365
0.455645 	0.993723
0.453853 	0.993794
0.452019 	0.993943
0.450144 	0.994022
0.448227 	0.993975
0.446267 	0.993975
0.444264 	0.994064
0.442217 	0.994183
0.440125 	0.994275
0.437988 	0.994336
0.435806 	0.994415
0.433577 	0.994509
