-0.499996 	0.995815
-0.499965 	0.995815
-0.499904 	0.995816
-0.499812 	0.995817
-0.499688 	0.995818
-0.499535 	0.99582
-0.49935 	0.995822
-0.499134 	0.995824
-0.498888 	0.995826
-0.49861 	0.995828
-0.498302 	0.995831
-0.497962 	0.995834
-0.497591 	0.995837
-0.497189 	0.995841
-0.496756 	0.995845
-0.496292 	0.995848
-0.495795 	0.995852
-0.495268 	0.995852
-0.494709 	0.995853
-0.494118 	0.995853
-0.493495 	0.995854
-0.49284 	0.995855
-0.492153 	0.995859
-0.491434 	0.995873
-0.490682 	0.995884
-0.489898 	0.995895
-0.489081 	0.995907
-0.488231 	0.99592
-0.487349 	0.995938
-0.486433 	0.995962
-0.485483 	0.995987
-0.4845 	0.996016
-0.483483 	0.996045
-0.482433 	0.996066
-0.481348 	0.996091
-0.480228 	0.996131
-0.479074 	0.996164
-0.477885 	0.996187
-0.47666 	0.996211
-0.4754 	0.996235
-0.474105 	0.996257
-0.472773 	0.996281
-0.471405 	0.996303
-0.47 	0.99633
-0.468558 	0.996362
-0.467078 	0.9964
-0.465561 	0.996447
-0.464006 	0.996495
-0.462413 	0.996548
-0.46078 	0.996604
-0.459108 	0.99665
-0.457397 	0.996701
-0.455645 	0.996775
-0.453853 	0.996825
-0.452019 	0.996913
-0.450144 	0.996957
-0.448227 	0.997009
-0.446267 	0.99706
-0.444264 	0.997113
-0.442217 	0.997175
-0.440125 	0.997231
-0.437988 	0.997271
-0.435806 	0.997312
-0.433577 	0.997355
