-0.5 	1.00771
-0.5 	1.00771
-0.496078 	1.00751
-0.492157 	1.00693
-0.488235 	1.00637
-0.484314 	1.00582
-0.480392 	1.0053
-0.476471 	1.00482
-0.472549 	1.00438
-0.468627 	1.00397
-0.464706 	1.00357
-0.460784 	1.00318
-0.456863 	1.0028
-0.452941 	1.00246
-0.44902 	1.00212
-0.445098 	1.00179
-0.441176 	1.00146
-0.437255 	1.00113
-0.433333 	1.00079
-0.429412 	1.00046
-0.42549 	1.00013
-0.421569 	0.999802
-0.417647 	0.999488
-0.413725 	0.999173
-0.409804 	0.998857
-0.405882 	0.998536
-0.401961 	0.998216
-0.398039 	0.997909
-0.394118 	0.997605
-0.390196 	0.997294
-0.386275 	0.996985
-0.382353 	0.996686
-0.378431 	0.996389
-0.37451 	0.996096
-0.370588 	0.995805
-0.366667 	0.995512
-0.362745 	0.99522
-0.358824 	0.994933
-0.354902 	0.994647
-0.35098 	0.994367
-0.347059 	0.99409
-0.343137 	0.993818
-0.339216 	0.993553
-0.335294 	0.993289
-0.331373 	0.993028
-0.327451 	0.992768
-0.323529 	0.992516
-0.319608 	0.992267
-0.315686 	0.992015
-0.311765 	0.991759
-0.307843 	0.991502
-0.303922 	0.991264
-0.3 	0.991027
-0.296078 	0.99079
-0.292157 	0.990552
-0.288235 	0.990313
-0.284314 	0.990103
-0.280392 	0.989894
-0.276471 	0.989685
-0.272549 	0.989477
-0.268627 	0.989269
-0.264706 	0.989073
-0.260784 	0.988881
-0.256863 	0.988688
-0.252941 	0.988489
-0.24902 	0.988289
-0.245098 	0.988096
-0.241176 	0.987918
-0.237255 	0.987739
-0.233333 	0.987559
-0.229412 	0.987379
-0.22549 	0.987196
-0.221569 	0.987033
-0.217647 	0.986873
-0.213725 	0.986712
-0.209804 	0.986571
-0.205882 	0.986429
-0.201961 	0.986286
-0.198039 	0.986146
-0.194118 	0.986003
-0.190196 	0.985867
-0.186275 	0.985748
-0.182353 	0.985627
-0.178431 	0.98551
-0.17451 	0.9854
-0.170588 	0.985288
-0.166667 	0.985183
-0.162745 	0.985087
-0.158824 	0.984989
-0.154902 	0.98488
-0.15098 	0.98476
-0.147059 	0.984639
-0.143137 	0.984549
-0.139216 	0.984488
-0.135294 	0.984425
-0.131373 	0.984354
-0.127451 	0.984274
-0.123529 	0.984193
-0.119608 	0.984127
-0.115686 	0.984077
-0.111765 	0.984025
-0.107843 	0.983976
-0.103922 	0.983932
-0.1 	0.983886
-0.0960784 	0.983841
-0.0921569 	0.9838
-0.0882353 	0.983757
-0.0843137 	0.983715
-0.0803922 	0.983676
-0.0764706 	0.983635
-0.072549 	0.9836
-0.0686275 	0.983594
-0.0647059 	0.983586
-0.0607843 	0.983579
-0.0568627 	0.983602
-0.0529412 	0.983624
-0.0490196 	0.983643
-0.045098 	0.98363
-0.0411765 	0.983615
-0.0372549 	0.983599
-0.0333333 	0.98365
-0.0294118 	0.983709
-0.0254902 	0.983764
-0.0215686 	0.983817
-0.0176471 	0.983868
-0.0137255 	0.983917
-0.00980392 	0.983986
-0.00588235 	0.984067
-0.00196078 	0.984146
0.00196078 	0.984212
0.00588235 	0.984266
0.00980392 	0.984319
0.0137255 	0.984381
0.0176471 	0.984459
0.0215686 	0.984536
0.0254902 	0.984618
0.0294118 	0.98472
0.0333333 	0.984821
0.0372549 	0.984922
0.0411765 	0.985039
0.045098 	0.985154
0.0490196 	0.985268
0.0529412 	0.985385
0.0568627 	0.9855
0.0607843 	0.985614
0.0647059 	0.985696
0.0686275 	0.985774
0.072549 	0.98585
0.0764706 	0.986051
0.0803922 	0.986283
0.0843137 	0.986512
0.0882353 	0.986681
0.0921569 	0.986824
0.0960784 	0.986967
0.1 	0.987096
0.103922 	0.987216
0.107843 	0.987334
0.111765 	0.987513
0.115686 	0.987736
0.119608 	0.987957
0.123529 	0.988197
0.127451 	0.988456
0.131373 	0.988713
0.135294 	0.988976
0.139216 	0.989244
0.143137 	0.989514
0.147059 	0.989737
0.15098 	0.989913
0.154902 	0.99009
0.158824 	0.990304
0.162745 	0.990551
0.166667 	0.990796
0.170588 	0.991091
0.17451 	0.991427
0.178431 	0.991761
0.182353 	0.99208
0.186275 	0.992389
0.190196 	0.992699
0.194118 	0.993013
0.198039 	0.99333
0.201961 	0.993648
0.205882 	0.993963
0.209804 	0.994279
0.213725 	0.994595
0.217647 	0.99491
0.221569 	0.995227
0.22549 	0.995548
0.229412 	0.995887
0.233333 	0.996227
0.237255 	0.996536
0.241176 	0.996798
0.245098 	0.997061
0.24902 	0.997306
0.252941 	0.997542
0.256863 	0.99778
0.260784 	0.997941
0.264706 	0.998099
0.268627 	0.998229
0.272549 	0.998284
0.276471 	0.99834
0.280392 	0.998389
0.284314 	0.998435
0.288235 	0.998476
0.292157 	0.998479
0.296078 	0.998482
0.3 	0.99848
0.303922 	0.998475
0.307843 	0.998471
0.311765 	0.998481
0.315686 	0.998491
0.319608 	0.998503
0.323529 	0.998518
0.327451 	0.998533
0.331373 	0.998551
0.335294 	0.99857
0.339216 	0.998575
0.343137 	0.998579
0.347059 	0.998577
0.35098 	0.998573
0.354902 	0.998571
0.358824 	0.998577
0.362745 	0.998584
0.366667 	0.998598
0.370588 	0.998612
0.37451 	0.998622
0.378431 	0.998631
0.382353 	0.998628
0.386275 	0.998624
0.390196 	0.998619
0.394118 	0.998613
0.398039 	0.998611
0.401961 	0.998609
0.405882 	0.998615
0.409804 	0.998619
0.413725 	0.998617
0.417647 	0.99861
0.421569 	0.998598
0.42549 	0.99858
0.429412 	0.99856
0.433333 	0.998544
0.437255 	0.998529
0.441176 	0.998515
0.445098 	0.9985
0.44902 	0.998478
0.452941 	0.998452
0.456863 	0.998427
0.460784 	0.998402
0.464706 	0.998386
0.468627 	0.998369
0.472549 	0.998355
0.476471 	0.998344
0.480392 	0.998333
0.484314 	0.99833
0.488235 	0.998335
0.492157 	0.998349
0.496078 	0.99837
0.5 	0.998382
