-2 	0.126073 	0.0017699 	-6.03504e-17
-1.98 	0.126119 	0.00183584 	-1.07042e-16
-1.96 	0.126179 	0.00190093 	-1.5422e-16
-1.94 	0.126238 	0.00196994 	-1.21362e-16
-1.92 	0.126366 	0.00204185 	-8.10139e-17
-1.9 	0.126526 	0.00211682 	-3.81731e-17
-1.88 	0.126681 	0.00219346 	-1.15462e-17
-1.86 	0.12684 	0.00227522 	-1.3346e-17
-1.84 	0.126987 	0.00235701 	-2.45377e-18
-1.82 	0.127094 	0.00244315 	-1.2922e-18
-1.8 	0.127179 	0.00253089 	-1.61138e-17
-1.78 	0.127248 	0.00261958 	-3.61969e-17
-1.76 	0.12742 	0.00271664 	-1.13086e-17
-1.74 	0.127562 	0.00281258 	6.39081e-18
-1.72 	0.12777 	0.00291749 	3.24119e-17
-1.7 	0.127949 	0.00302182 	4.7364e-17
-1.68 	0.128042 	0.00312991 	5.18378e-17
-1.66 	0.128074 	0.00324149 	7.67013e-17
-1.64 	0.128142 	0.0033557 	7.92204e-17
-1.62 	0.128261 	0.00347455 	3.70866e-17
-1.6 	0.128446 	0.00360019 	1.03534e-18
-1.58 	0.128651 	0.00373149 	-1.82909e-17
-1.56 	0.128792 	0.00386868 	2.50507e-17
-1.54 	0.12881 	0.00400849 	1.45698e-19
-1.52 	0.128844 	0.00414857 	-1.7034e-17
-1.5 	0.128844 	0.00429403 	-2.16212e-17
-1.48 	0.129017 	0.00444854 	-1.02322e-17
-1.46 	0.1293 	0.00461321 	1.40445e-18
-1.44 	0.129586 	0.00478403 	-1.90929e-17
-1.42 	0.129748 	0.00495978 	-1.02294e-17
-1.4 	0.129865 	0.00513725 	6.24067e-18
-1.38 	0.129942 	0.00531586 	1.579e-17
-1.36 	0.130142 	0.00550823 	-3.65342e-17
-1.34 	0.130383 	0.0057097 	-2.1383e-17
-1.32 	0.130597 	0.00591674 	3.45172e-17
-1.3 	0.13061 	0.00612273 	1.01808e-16
-1.28 	0.13063 	0.00633526 	4.5926e-17
-1.26 	0.130737 	0.00655831 	2.5211e-17
-1.24 	0.130952 	0.00679435 	9.21429e-17
-1.22 	0.131179 	0.00704007 	1.2181e-16
-1.2 	0.13134 	0.00729001 	-8.21788e-18
-1.18 	0.13142 	0.00754438 	-1.24714e-16
-1.16 	0.131537 	0.00780495 	-1.02896e-16
-1.14 	0.131725 	0.00807934 	-5.00107e-17
-1.12 	0.13195 	0.00836311 	-3.33468e-17
-1.1 	0.132043 	0.00865098 	-1.09573e-16
-1.08 	0.132098 	0.00894218 	-1.70184e-16
-1.06 	0.132075 	0.00923653 	-2.90194e-17
-1.04 	0.132261 	0.00955007 	4.89452e-17
-1.02 	0.132611 	0.00988868 	1.15904e-16
-1 	0.132772 	0.0102207 	7.29557e-17
-0.98 	0.132669 	0.010536 	1.00971e-16
-0.96 	0.132679 	0.010867 	9.70472e-17
-0.94 	0.133023 	0.0112385 	5.14771e-18
-0.92 	0.13303 	0.0115925 	-4.91396e-17
-0.9 	0.1329 	0.0119313 	-1.19082e-16
-0.88 	0.133247 	0.0123182 	-1.9363e-16
-0.86 	0.133683 	0.012726 	-2.33016e-16
-0.84 	0.133158 	0.0130511 	-3.90816e-17
